"","name","itemLevel","upgradeLvl","bind","hand","type","damageLow","damageHigh","speed","dps","orOption","agility","critStrike","haste","intellect","mastery","stamina","strength","versatility","durability","reqLvl","sellPriceGold","sellPriceSilver","sellPriceCopper","side","expansion","patchNum"
"1016","Surgical Striker","54",NA,"Binds when picked up","Two-Hand","Polearm","56","105","3.60","22.42",NA,"10","10",NA,NA,NA,"15",NA,NA,"85",52,"3","83","13","Alliance","Cataclysm","4.0.3"
"1017","Defender's Thrust","54",NA,"Binds when picked up","Two-Hand","Polearm","56","105","3.60","22.42",NA,"10","10",NA,NA,NA,"15",NA,NA,"85",52,"3","73","49","Horde","Cataclysm","4.0.3"
"1018","Widow Blade","54",NA,"Binds when equipped","One-Hand","Sword","33","57","2.60","17.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",49,"3","9","96",NA,"Classic","1.11.1"
"1019","Dark Espadon","54",NA,"Binds when equipped","Two-Hand","Sword","60","101","3.60","22.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",49,"3","55","84",NA,"Classic","1.11.1"
"1020","Hammer of the Northern Wind","54",NA,"Binds when equipped","One-Hand","Mace","48","62","2.60","21.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110",49,"4","52","67",NA,"Classic","1.11.1"
"1021","Glowing Brightwood Staff","54",NA,"Binds when equipped","Two-Hand","Staff","83","114","3.60","27.49",NA,NA,NA,NA,"22",NA,"12",NA,"7","120",49,"5","70","18",NA,"Classic","1.11.1"
"1022","Soulkeeper","54",NA,"Binds when equipped","Two-Hand","Staff","76","103","3.60","24.88",NA,NA,NA,NA,"10",NA,NA,NA,"23","100",49,"4","34","20",NA,"Classic","1.11.1"
"1023","Thaumaturgist Staff","54",NA,"Binds when equipped","Two-Hand","Staff","68","93","3.60","22.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",49,"3","57","14",NA,"Classic","1.11.1"
"1024","Ogre Mage Staff","54",NA,"Binds when picked up","Two-Hand","Staff","68","93","3.60","22.43",NA,NA,NA,"11","9",NA,"15",NA,NA,"85",52,"3","69","43","Alliance","Cataclysm","4.0.3"
"1025","Ogre Mage Staff","54",NA,"Binds when picked up","Two-Hand","Staff","68","93","3.60","22.43",NA,NA,NA,"11","9",NA,"15",NA,NA,"85",52,"3","68","1","Horde","Cataclysm","4.0.3"
"1026","Bloodmire Crossbow","54",NA,"Binds when picked up","Ranged","Crossbow","53","81","3.00","22.45",NA,"10",NA,"10",NA,NA,"15",NA,NA,"85",52,"3","79",NA,"Alliance","Cataclysm","4.0.3"
"1027","Bloodmire Crossbow","54",NA,"Binds when picked up","Ranged","Crossbow","53","81","3.00","22.45",NA,"10",NA,"10",NA,NA,"15",NA,NA,"85",52,"3","70","77","Horde","Cataclysm","4.0.3"
"1028","Bleakwood Hew","54",NA,"Binds when equipped","Two-Hand","Axe","58","121","3.60","24.89",NA,NA,NA,NA,NA,NA,"4","10",NA,"100",49,"4","61","54",NA,"Classic","1.12.1"
"1029","Sword of Marshtide Watch","54",NA,"Binds when picked up","Two-Hand","Sword","60","101","3.60","22.42",NA,NA,NA,"12",NA,NA,"12","12",NA,"85",52,"3","84","54","Alliance","Cataclysm","4.0.3"
"1030","Bone Slicing Hatchet","53",NA,"Binds when picked up","One-Hand","Axe","32","67","2.60","19.06",NA,NA,"5","3",NA,NA,"9",NA,NA,"90",48,"3","22","30",NA,"Classic","1.11.1"
"1031","Beastkiller","53",NA,"Binds when picked up","Two-Hand","Axe","51","107","3.60","22.00",NA,NA,"12",NA,NA,NA,"12","12",NA,"85",49,"3","62","14",NA,"Cataclysm","4.0.3"
"1032","Hurricane","53",NA,"Binds when equipped","Ranged","Bow","68","93","3.00","26.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,"120",48,"5","33","86",NA,"Classic","1.11.1"
"1033","Screeching Bow","53",NA,"Binds when picked up","Ranged","Bow","62","84","3.00","24.40",NA,"14",NA,"10",NA,NA,"21",NA,"9","100",48,"4","32","68",NA,"Classic","1.11.1"
"1034","Outrider's Bow","53",NA,"Binds when picked up","Ranged","Bow","62","84","3.00","24.40",NA,"8",NA,NA,NA,NA,"22",NA,NA,"80",48,"4","31","3","Horde","Classic","1.11.1"
"1035","Outrunner's Bow","53",NA,"Binds when picked up","Ranged","Bow","62","84","3.00","24.40",NA,"8",NA,NA,NA,NA,"22",NA,NA,"80",48,"4","6","21","Alliance","Classic","1.11.1"
"1036","Siege Bow","53",NA,"Binds when equipped","Ranged","Bow","56","76","3.00","22.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",48,"3","35","59",NA,"Classic","1.11.1"
"1037","Morcott's Bow","53",NA,"Binds when picked up","Ranged","Bow","56","76","3.00","22.00",NA,"11","8",NA,NA,NA,"15",NA,NA,"85",50,"3","38","16",NA,"Cataclysm","4.0.3"
"1038","Bonesnapper","53",NA,"Binds when equipped","One-Hand","Mace","43","56","2.60","19.08",NA,NA,NA,NA,NA,NA,"5","10",NA,"90",48,"3","38","32",NA,"Classic","1.11.1"
"1039","Scepter of the Unholy","53",NA,"Binds when picked up","One-Hand","Mace","43","56","2.60","19.08",NA,NA,NA,"4","6",NA,"9",NA,"5","90",48,"3","42","9",NA,"Classic","1.11.1"
"1040","Fist of Stone","53",NA,"Binds when picked up","One-Hand","Mace","23","44","1.80","18.87",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,48,"3","47","35",NA,"Classic","1.11.1"
"1041","Smashing Star","53",NA,"Binds when equipped","One-Hand","Mace","38","50","2.60","17.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",48,"2","83","8",NA,"Classic","1.11.1"
"1042","Beast Clobberer","53",NA,"Binds when picked up","One-Hand","Mace","38","50","2.60","17.08",NA,"5",NA,"4",NA,NA,"7",NA,NA,"75",49,"2","88","70",NA,"Cataclysm","4.0.3"
"1043","Peacemaker","53",NA,"Binds when picked up","Two-Hand","Polearm","61","114","3.60","24.39",NA,"14","11","8",NA,NA,"21",NA,NA,"100",48,"4","26","48",NA,"Classic","1.11.1"
"1044","Skullforge Reaver","53",NA,"Binds when picked up","One-Hand","Sword","37","62","2.60","19.05",NA,NA,NA,NA,NA,NA,"9",NA,NA,"90",48,"3","32","15",NA,"Classic","1.11.1"
"1045","Legionnaire's Sword","53",NA,"Binds when picked up","One-Hand","Sword","37","62","2.60","19.05",NA,NA,NA,NA,NA,NA,"5","10",NA,"90",48,"3","34","91","Horde","Classic","1.11.1"
"1046","Protector's Sword","53",NA,"Binds when picked up","One-Hand","Sword","37","62","2.60","19.05",NA,NA,NA,NA,NA,NA,"5","10",NA,"90",48,"3","39","87","Alliance","Classic","1.11.1"
"1047","Axe of Rin'ji","53",NA,"Binds when equipped","One-Hand","Axe","32","67","2.60","19.06",NA,"5",NA,NA,NA,NA,"10",NA,NA,"90",48,"3","47","5",NA,"Classic","1.11.1"
"1048","Slavedriver's Cane","53",NA,"Binds when picked up","Two-Hand","Staff","74","101","3.60","24.42",NA,"14","12","7",NA,NA,"21",NA,NA,"100",48,"4","32","21",NA,"Classic","1.11.1"
"1049","Advisor's Gnarled Staff","53",NA,"Binds when picked up","Two-Hand","Staff","74","101","3.60","24.42",NA,NA,NA,NA,"10",NA,"16",NA,"16","100",48,"4","12","41","Horde","Classic","1.11.1"
"1050","Lorekeeper's Staff","53",NA,"Binds when picked up","Two-Hand","Staff","74","101","3.60","24.42",NA,NA,NA,NA,"10",NA,"16",NA,"16","100",48,"4","18","56","Alliance","Classic","1.11.1"
"1051","Gargoyle Shredder Talons","53",NA,"Binds when picked up","One-Hand","Fist Weapon","40","58","2.60","18.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",48,"3","29","59",NA,"Classic","1.11.1"
"1052","Shadowblade","53",NA,"Binds when equipped","One-Hand","Dagger","28","47","1.80","20.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",48,"4","67","10",NA,"Classic","1.11.1"
"1053","Bonescraper","53",NA,"Binds when picked up","One-Hand","Dagger","25","43","1.80","19.07",NA,"6","5","3",NA,NA,"9",NA,NA,"65",48,"3","40","81",NA,"Classic","1.11.1"
"1054","Scout's Blade","53",NA,"Binds when picked up","One-Hand","Dagger","25","43","1.80","19.07",NA,"10",NA,NA,NA,NA,"5",NA,NA,"65",48,"3","49","81","Horde","Classic","1.11.1"
"1055","Sentinel's Blade","53",NA,"Binds when picked up","One-Hand","Dagger","25","43","1.80","19.07",NA,"10",NA,NA,NA,NA,"5",NA,NA,"65",48,"3","29","96","Alliance","Classic","1.11.1"
"1056","Spiked Dagger","53",NA,NA,"One-Hand","Dagger","13","23","1.80","10.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",48,"1","14","42",NA,"Classic","1.11.1"
"1057","Carapace Spine Crossbow","53",NA,"Binds when picked up","Ranged","Crossbow","58","88","3.00","24.45",NA,"14",NA,"11",NA,NA,"21",NA,"8","100",48,"4","4","44",NA,"Classic","1.11.1"
"1058","Skul's Ghastly Touch","53",NA,"Binds when picked up","Ranged","Wand","14","24","2.00","9.56",NA,NA,"8",NA,"8",NA,NA,NA,NA,"65",48,"4","7","31",NA,"Classic","1.11.1"
"1059","Banshee Finger","53",NA,"Binds when picked up","Ranged","Wand","14","24","2.00","9.56",NA,NA,"5",NA,"6",NA,"9",NA,"3","90",48,"4","26","19",NA,"Classic","1.11.1"
"1060","Ritssyn's Wand of Bad Mojo","53",NA,"Binds when picked up","Ranged","Wand","14","24","2.00","9.56",NA,NA,"5","4","6",NA,"9",NA,NA,"90",48,"4","17","29",NA,"Classic","1.11.1"
"1061","Wizard's Hand","53",NA,"Binds when equipped","Ranged","Wand","12","21","2.00","8.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",48,"3","43","39",NA,"Classic","1.11.1"
"1062","Doreen's Wand","53",NA,"Binds when picked up","Ranged","Wand","12","21","2.00","8.45",NA,NA,NA,NA,"4",NA,"7",NA,NA,"55",49,"3","56","98",NA,"Cataclysm","4.0.3"
"1063","Runeblade of Baron Rivendare","53",NA,"Binds when picked up","Two-Hand","Sword","72","121","3.60","26.93",NA,NA,NA,NA,NA,NA,"24","16","22","120",48,"5","34","82",NA,"Classic","1.11.1"
"1064","Grizzle's Skinner","52",NA,"Binds when picked up","One-Hand","Axe","31","66","2.60","18.76",NA,NA,"5",NA,NA,NA,"9",NA,"3","90",47,"3","8","58",NA,"Classic","1.11.1"
"1065","Moon Cleaver","52",NA,"Binds when equipped","One-Hand","Axe","28","59","2.60","16.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",47,"2","74","85",NA,"Classic","1.11.1"
"1066","Silversnap Bottle Opener","52",NA,"Binds when picked up","One-Hand","Axe","28","59","2.60","16.79",NA,"5","3",NA,NA,NA,"6",NA,NA,"75",51,"2","71","80",NA,"Cataclysm","4.0.3"
"1067","Kilram's Killer","52",NA,"Binds when picked up","One-Hand","Axe","28","59","2.60","16.79",NA,"4","4",NA,NA,NA,"6",NA,NA,"75",50,"2","71","86",NA,"Cataclysm","4.0.3"
"1068","Houndmaster's Bow","52",NA,"Binds when picked up","Ranged","Bow","61","83","3.00","24.05",NA,"14","12","7",NA,NA,"21",NA,NA,"100",47,"3","84","17",NA,"Classic","1.11.1"
"1069","Houndmaster's Rifle","52",NA,"Binds when picked up","Ranged","Gun","50","94","3.00","24.08",NA,"14","7",NA,NA,NA,"21",NA,"11","100",47,"3","85","64",NA,"Classic","1.11.1"
"1070","Thorium Rifle","52",NA,"Binds when equipped","Ranged","Gun","45","84","3.00","21.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",47,"3","28","99",NA,"Classic","1.11.1"
"1071","Confiscated Poacher's Gun","52",NA,"Binds when picked up","Ranged","Gun","45","84","3.00","21.55",NA,"10",NA,"9",NA,NA,"15",NA,NA,"85",49,"3","47","77",NA,"Cataclysm","4.0.3"
"1072","Umi's Masterful Shooter","52",NA,"Binds when picked up","Ranged","Gun","45","84","3.00","21.55",NA,"8","11",NA,NA,NA,"15",NA,NA,"85",50,"3","17","79",NA,"Cataclysm","4.0.3"
"1073","Rubidium Hammer","52",NA,"Binds when picked up","One-Hand","Mace","42","55","2.60","18.75",NA,NA,NA,"3",NA,NA,"9",NA,"5","90",47,"3","20","31",NA,"Classic","1.11.1"
"1074","Light Emberforged Hammer","52",NA,"Binds when picked up","One-Hand","Mace","42","55","2.60","18.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",47,"3","32","97",NA,"The Burning Crusade","2.0.1"
"1075","Furbolg Medicine Totem","52",NA,"Binds when picked up","One-Hand","Mace","38","49","2.60","16.75",NA,NA,NA,NA,NA,NA,"6",NA,"6","75",47,"2","66","16",NA,"Classic","1.11.1"
"1076","Stegodon Tusk Mace","52",NA,"Binds when picked up","One-Hand","Mace","38","49","2.60","16.75",NA,NA,"4",NA,"4",NA,"6",NA,NA,"75",50,"2","72","39",NA,"Cataclysm","4.0.3"
"1077","Taran Icebreaker","52",NA,"Binds when equipped","Two-Hand","Mace","83","108","3.60","26.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,"120",47,"5","52","89",NA,"Classic","1.11.1"
"1078","Force of Magma","52",NA,"Binds when picked up","Two-Hand","Mace","75","97","3.60","23.99",NA,NA,NA,NA,NA,NA,"21","14",NA,"100",47,"3","97","45",NA,"Classic","1.11.1"
"1079","Lilith the Lithe's Little Hammer","52",NA,"Binds when picked up","Two-Hand","Mace","67","87","3.60","21.52",NA,"11","7",NA,NA,NA,"15",NA,NA,"85",50,"3","43","53",NA,"Cataclysm","4.0.3"
"1080","Stoneraven","52",NA,"Binds when equipped","Two-Hand","Polearm","60","113","3.60","24.11",NA,"11","8",NA,NA,NA,"13","11",NA,"100",47,"3","87","19",NA,"Classic","1.11.1"
"1081","Light Earthforged Blade","52",NA,"Binds when picked up","One-Hand","Sword","36","61","2.60","18.74",NA,NA,"11",NA,NA,NA,NA,NA,NA,"90",47,"3","22","22",NA,"The Burning Crusade","2.0.1"
"1082","Scourgebane's Slicer","52",NA,"Binds when picked up","One-Hand","Sword","32","54","2.60","16.67",NA,NA,"3",NA,NA,NA,"6","4",NA,"75",50,"2","64","97",NA,"Cataclysm","4.0.3"
"1083","Fine Longsword","52",NA,NA,"Main Hand","Sword","19","33","2.60","10.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",47,"1","5","61",NA,"Classic","1.11.1"
"1084","Truesilver Champion","52",NA,"Binds when equipped","Two-Hand","Sword","64","108","3.60","24.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",47,"3","85","48",NA,"Classic","1.11.1"
"1085","Warmonger","52",NA,"Binds when equipped","Two-Hand","Sword","64","108","3.60","24.02",NA,NA,NA,"26",NA,NA,NA,"3",NA,"100",47,"4","16","77",NA,"Classic","1.11.1"
"1086","Lightforged Blade","52",NA,"Binds when picked up","Two-Hand","Sword","64","108","3.60","24.02",NA,NA,"10",NA,NA,NA,"8","8",NA,"100",47,"3","78","72",NA,"Classic","1.11.1"
"1087","Beheading Blade","52",NA,"Binds when equipped","Two-Hand","Sword","58","97","3.60","21.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",47,"3","15","47",NA,"Classic","1.11.1"
"1088","Scourgebane's Sword","52",NA,"Binds when picked up","Two-Hand","Sword","58","97","3.60","21.56",NA,NA,"10",NA,NA,NA,"15","9",NA,"85",50,"3","36","14",NA,"Cataclysm","4.0.3"
"1089","Kindling Stave","52",NA,"Binds when picked up","Two-Hand","Staff","73","100","3.60","24.11",NA,NA,"8",NA,"14",NA,"21",NA,"10","100",47,"4","7","87",NA,"Classic","1.11.1"
"1090","Diviner Long Staff","52",NA,"Binds when equipped","Two-Hand","Staff","65","89","3.60","21.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",47,"3","16","66",NA,"Classic","1.11.1"
"1091","Hookfang Shanker","52",NA,"Binds when picked up","One-Hand","Dagger","25","42","1.80","18.67",NA,"6",NA,NA,NA,NA,"9",NA,NA,"65",47,"3","15","51",NA,"Classic","1.11.1"
"1092","Flarethorn","52",NA,"Binds when picked up","One-Hand","Dagger","25","42","1.80","18.67",NA,NA,"5",NA,"6",NA,"9",NA,"3","65",47,"3","27","88",NA,"Classic","1.11.1"
"1093","Pyric Caduceus","52",NA,"Binds when picked up","Ranged","Wand","14","23","2.00","9.25",NA,NA,"5",NA,"6",NA,"9",NA,"3","65",47,"3","94","39",NA,"Classic","1.11.1"
"1094","Light Skyforged Axe","52",NA,"Binds when picked up","One-Hand","Axe","31","66","2.60","18.76",NA,NA,"11",NA,NA,NA,NA,NA,NA,"90",47,"3","23","40",NA,"The Burning Crusade","2.0.1"
"1095","Mace of the Sin'dorei Spirit","51",NA,"Binds when picked up","One-Hand","Mace","37","48","2.60","16.42",NA,NA,NA,NA,"3",NA,"6",NA,"5","75",49,"2","50","94",NA,"Cataclysm","4.0.3"
"1096","Rune Sword","51",NA,"Binds when equipped","One-Hand","Sword","32","53","2.60","16.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",46,"2","59","32",NA,"Classic","1.11.1"
"1097","White Bone Rod","51",NA,"Binds when picked up","Two-Hand","Staff","64","88","3.60","21.21",NA,NA,"10",NA,"10",NA,"15",NA,NA,"85",49,"3","16","62",NA,"Cataclysm","4.0.3"
"1098","Stout War Staff","51",NA,NA,"Two-Hand","Staff","38","53","3.60","12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",46,"1","31","7",NA,"Classic","1.11.1"
"1099","White Bone Pummeler","51",NA,"Binds when picked up","One-Hand","Fist Weapon","35","50","2.60","16.39",NA,"5","5",NA,NA,NA,"5",NA,NA,"55",49,"2","51","44",NA,"Cataclysm","4.0.3"
"1100","Ebon Shiv","51",NA,"Binds when equipped","One-Hand","Dagger","22","37","1.80","16.44",NA,"9",NA,NA,NA,NA,NA,NA,NA,"55",46,"2","48","92",NA,"Classic","1.11.1"
"1101","Kubit's Dagger","51",NA,"Binds when picked up","One-Hand","Dagger","22","37","1.80","16.44",NA,NA,"4","4","6",NA,NA,NA,NA,"55",49,"2","42","57","Alliance","Cataclysm","4.0.3"
"1102","Kubit's Dagger","51",NA,"Binds when picked up","One-Hand","Dagger","22","37","1.80","16.44",NA,NA,"4","4","6",NA,NA,NA,NA,"55",49,"2","47","17","Horde","Cataclysm","4.0.3"
"1103","Dagger of Suffering","51",NA,"Binds when picked up","One-Hand","Dagger","22","37","1.80","16.44",NA,NA,"3",NA,"4",NA,"6",NA,NA,"55",49,"2","55","59",NA,"Cataclysm","4.0.3"
"1104","Dagger of Wretched Spectres","51",NA,"Binds when picked up","One-Hand","Dagger","22","37","1.80","16.44",NA,"4","4",NA,NA,NA,"6",NA,NA,"55",49,"2","56","52",NA,"Cataclysm","4.0.3"
"1105","Ivory Wand","51",NA,"Binds when equipped","Ranged","Wand","12","21","2.00","8.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",46,"3","4","46",NA,"Classic","1.11.1"
"1106","Harpy Needler","51",NA,"Binds when equipped","Ranged","Bow","53","73","3.00","21.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",46,"3","26","53",NA,"Classic","1.11.1"
"1107","Blade of Wretched Spirits","51",NA,"Binds when picked up","One-Hand","Sword","32","53","2.60","16.36",NA,NA,NA,"3",NA,NA,"6","5",NA,"75",49,"2","53","72",NA,"Cataclysm","4.0.3"
"1108","Bloodrazor","50",NA,"Binds when equipped","One-Hand","Sword","38","65","2.60","20.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110",45,"3","91","25",NA,"Classic","1.11.1"
"1109","Oreknuckle Gun","50",NA,"Binds when picked up","Ranged","Gun","43","81","3.00","20.76",NA,"11",NA,NA,NA,NA,"16",NA,NA,"85",49,"3",NA,"64",NA,"Cataclysm","4.0.3"
"1110","Hammer of Expertise","50",NA,"Binds when picked up","One-Hand","Mace","45","58","2.60","19.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110",40,NA,NA,"1",NA,"Classic","1.11.1"
"1111","Mallet of Zul'Farrak","50",NA,"Binds when picked up","One-Hand","Mace","41","53","2.60","18.08",NA,NA,NA,NA,NA,NA,"7","7",NA,"90",35,NA,NA,"1",NA,"Classic","1.11.1"
"1112","Percussion Shotgun","50",NA,"Binds when equipped","Ranged","Gun","43","81","3.00","20.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",45,"2","96","52",NA,"Classic","1.11.1"
"1113","Hammer of the Thorium Brotherhood","50",NA,"Binds when picked up","One-Hand","Mace","41","53","2.60","18.08",NA,NA,"5",NA,"5",NA,"7",NA,NA,"90",46,"2","77","9",NA,"Cataclysm","4.0.3"
"1114","Blanchard's Stout","50",NA,"Binds when equipped","Two-Hand","Mace","73","94","3.60","23.21",NA,NA,NA,NA,NA,NA,"13","18",NA,"100",45,"3","50","42",NA,"Classic","1.11.1"
"1115","Malown's Slam","50",NA,"Binds when picked up","Two-Hand","Mace","73","94","3.60","23.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",45,"3","34","93",NA,"Classic","1.11.1"
"1116","Royal Mallet","50",NA,"Binds when equipped","Two-Hand","Mace","65","84","3.60","20.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",45,"2","88","89",NA,"Classic","1.11.1"
"1117","Crushing Maul","50",NA,NA,"Two-Hand","Mace","39","50","3.60","12.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",45,"1","20","59",NA,"Classic","1.11.1"
"1118","Blight","50",NA,"Binds when equipped","Two-Hand","Polearm","58","109","3.60","23.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",45,"3","38","58",NA,"Classic","1.11.1"
"1119","Oreknuckle Gun","50",NA,"Binds when picked up","Ranged","Gun","43","81","3.00","20.76",NA,"11",NA,NA,NA,NA,"16",NA,NA,"65",49,"3","4","93","Horde","Cataclysm","4.0.3"
"1120","Joonho's Mercy","50",NA,"Binds when equipped","One-Hand","Sword","35","59","2.60","18.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",45,"2","87","88",NA,"Classic","1.11.1"
"1121","Whelp Keeper's Staff","50",NA,"Binds when picked up","Two-Hand","Staff","63","86","3.60","20.76",NA,"11",NA,"7",NA,NA,"14",NA,NA,"85",49,"3","6","4","Alliance","Cataclysm","4.0.3"
"1122","Whelp Keeper's Staff","50",NA,"Binds when picked up","Two-Hand","Staff","63","86","3.60","20.76",NA,"11",NA,"7",NA,NA,"14",NA,NA,"85",49,"2","80","1","Horde","Cataclysm","4.0.3"
"1123","Vorpal Dagger","50",NA,"Binds when equipped","One-Hand","Dagger","21","36","1.80","16.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",45,"2","32","84",NA,"Classic","1.11.1"
"1124","Sharp Scorpid Barb","50",NA,"Binds when picked up","One-Hand","Dagger","21","36","1.80","16.04",NA,"3","5",NA,NA,NA,"6",NA,NA,"55",49,"2","32","77","Alliance","Cataclysm","4.0.3"
"1125","Sharp Scorpid Barb","50",NA,"Binds when picked up","One-Hand","Dagger","21","36","1.80","16.04",NA,"3","5",NA,NA,NA,"6",NA,NA,"55",49,"2","33","64","Horde","Cataclysm","4.0.3"
"1126","Wand of Allistarj","50",NA,"Binds when equipped","Ranged","Wand","13","23","2.00","9.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",45,"3","49","9",NA,"Classic","1.11.1"
"1127","Wand of Sudden Changes","50",NA,"Binds when picked up","Ranged","Wand","12","20","2.00","8.02",NA,NA,"4",NA,"3",NA,"6",NA,NA,"75",49,"2","87","76",NA,"Cataclysm","4.0.3"
"1128","Guttbuster","50",NA,"Binds when equipped","Ranged","Gun","48","90","3.00","23.12",NA,"22","8",NA,NA,NA,NA,NA,NA,"100",45,"3","50","49",NA,"Classic","1.11.1"
"1129","Changuk Smasher","50",NA,"Binds when equipped","One-Hand","Mace","41","53","2.60","18.08",NA,NA,NA,NA,"6",NA,"6",NA,"5","90",45,"2","88","92",NA,"Classic","1.11.1"
"1130","Hedgecutter","49",NA,"Binds when picked up","One-Hand","Axe","29","62","2.60","17.68",NA,NA,"5",NA,NA,NA,"5","7",NA,"90",44,"2","57","31",NA,"Classic","1.11.1"
"1131","Kang the Decapitator","49",NA,"Binds when equipped","Two-Hand","Axe","59","123","3.60","25.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"120",44,"4","45","79",NA,"Classic","1.11.1"
"1132","Treant's Bane","49",NA,"Binds when picked up","Two-Hand","Axe","59","123","3.60","25.31",NA,NA,"10",NA,NA,NA,"10","22",NA,"120",44,NA,"44","3",NA,"Classic","1.11.1"
"1133","The Minotaur","49",NA,"Binds when equipped","Two-Hand","Axe","53","111","3.60","22.83",NA,NA,"8",NA,NA,NA,"8","19",NA,"100",44,"3","40","67",NA,"Classic","1.11.1"
"1134","Grinning Axe","49",NA,"Binds when equipped","Two-Hand","Axe","47","99","3.60","20.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",44,"2","84","60",NA,"Classic","1.11.1"
"1135","Dark Iron Axe","49",NA,"Binds when picked up","Two-Hand","Axe","47","99","3.60","20.35",NA,NA,NA,"9",NA,NA,"14","9",NA,"85",46,"2","66","74",NA,"Cataclysm","4.0.3"
"1136","Splintering Battle Axe","49",NA,NA,"Two-Hand","Axe","28","59","3.60","12.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",44,"1","11","89",NA,"Classic","1.11.1"
"1137","Ogre Toothpick Shooter","49",NA,"Binds when picked up","Ranged","Bow","58","79","3.00","22.85",NA,"19",NA,NA,NA,NA,"13",NA,NA,"100",44,NA,"32","65",NA,"Classic","1.11.1"
"1138","Sylvan Shortbow","49",NA,"Binds when equipped","Ranged","Bow","51","70","3.00","20.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",44,"2","62","76",NA,"Classic","1.11.1"
"1139","Unsophisticated Hand Cannon","49",NA,"Binds when picked up","Ranged","Gun","47","89","3.00","22.81",NA,"25",NA,NA,NA,NA,NA,NA,NA,"100",44,"3","24","16",NA,"Classic","1.11.1"
"1140","Dark Iron Gun","49",NA,"Binds when picked up","Ranged","Gun","42","79","3.00","20.28",NA,"13",NA,NA,NA,NA,"15",NA,NA,"85",46,"2","73","79",NA,"Cataclysm","4.0.3"
"1141","The Hand of Antu'sul","49",NA,"Binds when picked up","One-Hand","Mace","40","52","2.60","17.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",44,"2","57","99",NA,"Classic","1.11.1"
